velocidad_bala,distancia,bala_y,h1,h2,h3,h4,h5,h6,h7,h8,accion
-11.0,1014.0,583.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2
-11.0,1003.0,583.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2
-11.0,992.0,583.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2
-11.0,981.0,583.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,970.0,583.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,959.0,583.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,948.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,937.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,926.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,915.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,904.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,893.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,882.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,871.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,860.0,583.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,849.0,583.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,838.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,827.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,816.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,805.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,794.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,783.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,772.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2
-11.0,761.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2
-11.0,750.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,739.0,583.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,728.0,583.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,717.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,706.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,695.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,684.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,673.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,662.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,651.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,640.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,629.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,618.0,583.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,607.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,596.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,585.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,574.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,563.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,552.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,541.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,530.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,519.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,508.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,497.0,583.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,486.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,475.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,464.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,453.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,442.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,431.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,420.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,409.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,398.0,583.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,387.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,376.0,583.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,365.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
-11.0,354.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,343.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,332.0,583.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,321.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,310.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,299.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,288.0,583.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,277.0,583.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,266.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,255.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,244.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,233.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,222.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,211.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,200.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,189.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,178.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,167.0,583.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,156.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,145.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,134.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,123.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,112.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,101.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,90.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,79.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,68.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,57.0,583.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,46.0,583.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,35.0,583.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,24.0,583.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,13.0,583.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,2.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,-9.0,583.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,-20.0,583.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,-31.0,583.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,-42.0,583.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,-53.0,583.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,-64.0,583.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
0.0,2160.0,610.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,1014.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,1003.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,992.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,981.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,970.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,959.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,948.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,937.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,926.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,915.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,904.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,893.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,882.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,871.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,860.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,849.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,838.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,827.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,816.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,805.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,794.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0
-11.0,783.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
-11.0,772.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,761.0,618.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,750.0,618.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,739.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,728.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,717.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,706.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,695.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,684.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,673.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,662.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,651.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,640.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,629.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,618.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,607.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,596.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,585.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,574.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,563.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,552.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,541.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,530.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2
-11.0,519.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2
-11.0,508.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2
-11.0,497.0,618.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,486.0,618.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,475.0,618.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,464.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,453.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,442.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,431.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,420.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,409.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,398.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,387.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,376.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,365.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,354.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,343.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,332.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
-11.0,321.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,310.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,299.0,618.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,288.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,277.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,266.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,255.0,618.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,244.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,233.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,222.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,211.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,200.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,189.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,178.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1
-11.0,167.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1
-11.0,156.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
-11.0,145.0,618.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
-11.0,134.0,618.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
-11.0,123.0,618.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,112.0,618.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,101.0,618.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,90.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,79.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,68.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
-11.0,57.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
-11.0,46.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
-11.0,35.0,618.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
-11.0,24.0,618.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-11.0,13.0,618.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,2.0,618.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-9.0,618.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-20.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-31.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-42.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-53.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-64.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2160.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,1014.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,1003.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,992.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,981.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,970.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,959.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,948.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,937.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,926.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,915.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,904.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,893.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,882.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,871.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,860.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,849.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,838.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,827.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,816.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,805.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,794.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,783.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,772.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,761.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,750.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,739.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,728.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,717.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,706.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,695.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,684.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,673.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,662.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,651.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,640.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,629.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
-11.0,618.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,607.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,596.0,618.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,585.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,574.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,563.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,552.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,541.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,530.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,519.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2
-11.0,508.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,497.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,486.0,618.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,475.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,464.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,453.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,442.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-11.0,431.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,420.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,409.0,618.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,398.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,387.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,376.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,365.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,354.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,343.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,332.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,321.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,310.0,618.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,299.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,288.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,277.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,266.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,255.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,244.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2
-11.0,233.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2
-11.0,222.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2
-11.0,211.0,618.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2
-11.0,200.0,618.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2
-11.0,189.0,618.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0
-11.0,178.0,618.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
-11.0,167.0,618.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
-11.0,156.0,618.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0
-11.0,145.0,618.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-11.0,134.0,618.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
-11.0,123.0,618.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-11.0,112.0,618.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
-11.0,101.0,618.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
-11.0,90.0,618.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
-11.0,79.0,618.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,68.0,618.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,57.0,618.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-11.0,46.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
-11.0,35.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
-11.0,24.0,618.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
-11.0,13.0,618.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
-11.0,2.0,618.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-11.0,-9.0,618.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-20.0,618.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-11.0,-31.0,618.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
